BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE
200801,31,1900,200801,31,2359,13475,75196,INDIANA,18,2008,January,Winter Storm
200801,31,1900,200801,31,2359,13475,75198,INDIANA,18,2008,January,Winter Storm
200801,31,1900,200801,31,2359,13475,75199,INDIANA,18,2008,January,Winter Storm
200801,31,1900,200801,31,2359,13475,75200,INDIANA,18,2008,January,Winter Storm
200801,6,1000,200801,6,2200,13451,75239,CALIFORNIA,6,2008,January,Winter Storm
200801,6,1000,200801,6,2200,13451,75240,CALIFORNIA,6,2008,January,Winter Storm
200801,5,500,200801,7,500,13494,75270,COLORADO,8,2008,January,Winter Storm
200801,5,500,200801,7,500,13494,75271,COLORADO,8,2008,January,Winter Storm
200801,5,500,200801,7,2200,13494,75272,COLORADO,8,2008,January,Winter Storm
200801,10,2330,200801,11,1600,13510,75285,COLORADO,8,2008,January,Winter Storm
200801,1,1200,200801,2,0,13518,75323,NEW YORK,36,2008,January,Winter Storm
200801,1,1200,200801,2,0,13518,75324,NEW YORK,36,2008,January,Winter Storm
200801,1,1200,200801,2,0,13518,75325,NEW YORK,36,2008,January,Winter Storm
200801,1,1200,200801,2,400,13518,75326,NEW YORK,36,2008,January,Winter Storm
200801,1,1200,200801,2,400,13518,75327,NEW YORK,36,2008,January,Winter Storm
200801,1,1200,200801,2,400,13518,75328,NEW YORK,36,2008,January,Winter Storm
200801,1,1300,200801,2,600,13521,75348,VERMONT,50,2008,January,Winter Storm
200801,1,1300,200801,2,600,13521,75349,VERMONT,50,2008,January,Winter Storm
200801,1,1300,200801,2,600,13521,75350,VERMONT,50,2008,January,Winter Storm
200801,1,1300,200801,2,600,13521,75351,VERMONT,50,2008,January,Winter Storm
200801,1,1300,200801,2,400,13521,75352,VERMONT,50,2008,January,Winter Storm
200801,1,1300,200801,2,400,13521,75353,VERMONT,50,2008,January,Winter Storm
200801,1,1300,200801,2,600,13521,75354,VERMONT,50,2008,January,Winter Storm
200801,1,1300,200801,2,600,13521,75355,VERMONT,50,2008,January,Winter Storm
200801,1,1300,200801,2,600,13521,75356,VERMONT,50,2008,January,Winter Storm
200801,1,1300,200801,2,600,13521,75357,VERMONT,50,2008,January,Winter Storm
200801,30,2300,200801,31,1300,13117,75522,IDAHO,16,2008,January,Winter Storm
200801,1,900,200801,1,2200,13572,75805,MICHIGAN,26,2008,January,Winter Storm
200801,17,0,200801,17,1800,13604,76044,WISCONSIN,55,2008,January,Winter Storm
200801,17,0,200801,17,1800,13604,76045,WISCONSIN,55,2008,January,Winter Storm
200801,17,0,200801,17,1800,13604,76046,WISCONSIN,55,2008,January,Winter Storm
200801,17,0,200801,17,1800,13604,76047,WISCONSIN,55,2008,January,Winter Storm
200801,17,0,200801,17,1800,13604,76048,WISCONSIN,55,2008,January,Winter Storm
200801,17,0,200801,17,1800,13604,76049,WISCONSIN,55,2008,January,Winter Storm
200801,17,0,200801,17,1800,13604,76050,WISCONSIN,55,2008,January,Winter Storm
200801,17,0,200801,17,1800,13604,76051,WISCONSIN,55,2008,January,Winter Storm
200801,17,0,200801,17,1800,13604,76052,WISCONSIN,55,2008,January,Winter Storm
200801,17,0,200801,17,1800,13604,76053,WISCONSIN,55,2008,January,Winter Storm
200801,17,0,200801,17,1800,13604,76054,WISCONSIN,55,2008,January,Winter Storm
200801,17,0,200801,17,1800,13604,76055,WISCONSIN,55,2008,January,Winter Storm
200801,17,1200,200801,18,1000,13613,76123,WYOMING,56,2008,January,Winter Storm
200801,17,1200,200801,18,900,13613,76124,WYOMING,56,2008,January,Winter Storm
200801,17,1200,200801,18,1000,13613,76125,WYOMING,56,2008,January,Winter Storm
200801,17,800,200801,18,1000,13613,76126,WYOMING,56,2008,January,Winter Storm
200801,17,1000,200801,18,1000,13613,76127,WYOMING,56,2008,January,Winter Storm
200801,17,600,200801,18,1200,13614,76128,SOUTH DAKOTA,46,2008,January,Winter Storm
200801,29,1500,200801,30,200,13621,76181,WISCONSIN,55,2008,January,Winter Storm
200801,29,1500,200801,30,200,13621,76182,WISCONSIN,55,2008,January,Winter Storm
200801,29,1500,200801,30,200,13621,76183,WISCONSIN,55,2008,January,Winter Storm
200801,29,1500,200801,30,200,13621,76184,WISCONSIN,55,2008,January,Winter Storm
200801,29,1500,200801,30,200,13621,76185,WISCONSIN,55,2008,January,Winter Storm
200801,29,1500,200801,30,200,13621,76186,WISCONSIN,55,2008,January,Winter Storm
200801,29,1500,200801,30,200,13621,76187,WISCONSIN,55,2008,January,Winter Storm
200801,29,1500,200801,30,200,13621,76188,WISCONSIN,55,2008,January,Winter Storm
200801,29,1500,200801,30,200,13621,76189,WISCONSIN,55,2008,January,Winter Storm
200801,29,1500,200801,30,200,13621,76190,WISCONSIN,55,2008,January,Winter Storm
200801,29,1500,200801,30,200,13621,76191,WISCONSIN,55,2008,January,Winter Storm
200801,29,1500,200801,30,200,13621,76192,WISCONSIN,55,2008,January,Winter Storm
200801,29,1500,200801,30,200,13621,76193,WISCONSIN,55,2008,January,Winter Storm
200801,29,1500,200801,30,200,13621,76194,WISCONSIN,55,2008,January,Winter Storm
200801,29,1500,200801,30,200,13621,76195,WISCONSIN,55,2008,January,Winter Storm
200801,29,1500,200801,30,200,13621,76196,WISCONSIN,55,2008,January,Winter Storm
200801,29,1500,200801,30,200,13621,76197,WISCONSIN,55,2008,January,Winter Storm
200801,29,1500,200801,30,200,13621,76198,WISCONSIN,55,2008,January,Winter Storm
200801,29,1500,200801,30,200,13621,76199,WISCONSIN,55,2008,January,Winter Storm
200801,29,1500,200801,30,200,13621,76200,WISCONSIN,55,2008,January,Winter Storm
200801,29,1500,200801,30,200,13621,76201,WISCONSIN,55,2008,January,Winter Storm
200801,29,1500,200801,30,200,13621,76202,WISCONSIN,55,2008,January,Winter Storm
200801,29,1500,200801,30,200,13621,76203,WISCONSIN,55,2008,January,Winter Storm
200801,29,1500,200801,30,200,13621,76205,WISCONSIN,55,2008,January,Winter Storm
200801,5,1100,200801,7,2000,13646,76421,COLORADO,8,2008,January,Winter Storm
200801,5,1000,200801,7,2000,13646,76422,COLORADO,8,2008,January,Winter Storm
200801,5,900,200801,7,1900,13646,76423,COLORADO,8,2008,January,Winter Storm
200801,5,900,200801,7,1900,13646,76424,COLORADO,8,2008,January,Winter Storm
200801,7,1600,200801,7,2300,13646,76425,COLORADO,8,2008,January,Winter Storm
200801,7,1600,200801,7,2300,13646,76426,COLORADO,8,2008,January,Winter Storm
200801,7,1800,200801,7,2300,13646,76427,COLORADO,8,2008,January,Winter Storm
200801,9,600,200801,9,2200,13647,76428,COLORADO,8,2008,January,Winter Storm
200801,9,600,200801,9,2200,13647,76429,COLORADO,8,2008,January,Winter Storm
200801,9,500,200801,9,2100,13647,76430,COLORADO,8,2008,January,Winter Storm
200801,9,500,200801,9,2100,13647,76431,COLORADO,8,2008,January,Winter Storm
200801,24,500,200801,25,1100,13648,76432,COLORADO,8,2008,January,Winter Storm
200801,27,2300,200801,28,2300,13649,76433,COLORADO,8,2008,January,Winter Storm
200801,27,1800,200801,28,2000,13649,76434,COLORADO,8,2008,January,Winter Storm
200801,27,1800,200801,28,2000,13649,76435,COLORADO,8,2008,January,Winter Storm
200801,1,0,200801,2,429,13225,76731,INDIANA,18,2008,January,Winter Storm
200801,1,0,200801,2,100,13225,76732,INDIANA,18,2008,January,Winter Storm
200801,1,0,200801,1,1200,13225,76735,INDIANA,18,2008,January,Winter Storm
200801,1,0,200801,2,100,13225,76737,INDIANA,18,2008,January,Winter Storm
200801,1,0,200801,2,429,13225,76738,INDIANA,18,2008,January,Winter Storm
200801,1,0,200801,2,429,13225,76742,INDIANA,18,2008,January,Winter Storm
200801,1,0,200801,1,1200,13225,76743,INDIANA,18,2008,January,Winter Storm
200801,1,0,200801,2,429,13225,76744,INDIANA,18,2008,January,Winter Storm
200801,1,0,200801,2,100,13225,76745,INDIANA,18,2008,January,Winter Storm
200801,1,0,200801,1,1200,13225,76746,INDIANA,18,2008,January,Winter Storm
200801,5,1800,200801,6,2300,13432,76900,UTAH,49,2008,January,Winter Storm
200801,4,1700,200801,7,600,13432,76901,UTAH,49,2008,January,Winter Storm
200801,4,1700,200801,6,1200,13432,76902,UTAH,49,2008,January,Winter Storm
200801,4,1700,200801,6,1300,13432,76903,UTAH,49,2008,January,Winter Storm
200801,5,300,200801,6,1100,13432,76904,UTAH,49,2008,January,Winter Storm
200801,5,0,200801,6,1300,13432,76905,UTAH,49,2008,January,Winter Storm
200801,5,1100,200801,5,1900,13432,76906,UTAH,49,2008,January,Winter Storm
200801,6,500,200801,6,1700,13432,76907,UTAH,49,2008,January,Winter Storm
200801,8,1700,200801,9,1900,13713,76912,UTAH,49,2008,January,Winter Storm
200801,8,1700,200801,9,1900,13713,76913,UTAH,49,2008,January,Winter Storm
200801,8,2100,200801,9,1900,13713,76914,UTAH,49,2008,January,Winter Storm
200801,20,1700,200801,21,1700,13715,76917,UTAH,49,2008,January,Winter Storm
200801,28,1000,200801,28,2000,13718,76934,UTAH,49,2008,January,Winter Storm
200801,28,1000,200801,28,2100,13718,76935,UTAH,49,2008,January,Winter Storm
200801,28,1000,200801,28,2100,13718,76936,UTAH,49,2008,January,Winter Storm
200801,28,1000,200801,28,2200,13718,76941,UTAH,49,2008,January,Winter Storm
200801,27,1200,200801,28,2300,13718,76947,UTAH,49,2008,January,Winter Storm
200801,27,1700,200801,28,2300,13718,76949,UTAH,49,2008,January,Winter Storm
200801,27,1800,200801,28,2200,13718,76952,UTAH,49,2008,January,Winter Storm
200801,27,2000,200801,28,2200,13718,76955,UTAH,49,2008,January,Winter Storm
200801,27,1500,200801,28,2300,13718,76957,UTAH,49,2008,January,Winter Storm
200801,27,1500,200801,28,2300,13718,76959,UTAH,49,2008,January,Winter Storm
200801,28,800,200801,28,1900,13722,76960,WYOMING,56,2008,January,Winter Storm
200801,29,1600,200801,30,1800,13724,77172,UTAH,49,2008,January,Winter Storm
200801,29,1600,200801,30,1800,13724,77173,UTAH,49,2008,January,Winter Storm
200801,29,1800,200801,30,600,13724,77174,UTAH,49,2008,January,Winter Storm
200801,29,1700,200801,30,700,13724,77175,UTAH,49,2008,January,Winter Storm
200801,29,1900,200801,30,900,13724,77176,UTAH,49,2008,January,Winter Storm
200801,29,2100,200801,30,1000,13724,77177,UTAH,49,2008,January,Winter Storm
200801,29,1900,200801,30,1800,13724,77178,UTAH,49,2008,January,Winter Storm
200801,31,1700,200801,31,2359,13727,77183,UTAH,49,2008,January,Winter Storm
200801,31,1800,200801,31,2359,13727,77184,UTAH,49,2008,January,Winter Storm
200801,31,1900,200801,31,2359,13727,77186,UTAH,49,2008,January,Winter Storm
200801,31,1800,200801,31,2359,13727,77187,UTAH,49,2008,January,Winter Storm
200801,19,1600,200801,19,2000,13803,77441,NORTH CAROLINA,37,2008,January,Winter Storm
200801,19,1600,200801,19,2000,13803,77442,NORTH CAROLINA,37,2008,January,Winter Storm
200801,19,1600,200801,19,2000,13803,77443,NORTH CAROLINA,37,2008,January,Winter Storm
200801,19,1700,200801,19,2100,13803,77444,NORTH CAROLINA,37,2008,January,Winter Storm
200801,31,1200,200801,31,2300,13815,77541,MISSOURI,29,2008,January,Winter Storm
200801,31,1200,200801,31,2300,13815,77544,MISSOURI,29,2008,January,Winter Storm
200801,31,1200,200801,31,2300,13815,77545,MISSOURI,29,2008,January,Winter Storm
200801,31,1200,200801,31,2300,13815,77548,MISSOURI,29,2008,January,Winter Storm
200801,31,1200,200801,31,2300,13815,77549,MISSOURI,29,2008,January,Winter Storm
200801,31,1200,200801,31,2300,13815,77550,MISSOURI,29,2008,January,Winter Storm
200801,31,1200,200801,31,2300,13815,77552,MISSOURI,29,2008,January,Winter Storm
200801,31,1200,200801,31,2300,13815,77553,MISSOURI,29,2008,January,Winter Storm
200801,31,1200,200801,31,2300,13815,77555,MISSOURI,29,2008,January,Winter Storm
200801,31,1200,200801,31,2300,13815,77556,MISSOURI,29,2008,January,Winter Storm
200801,4,600,200801,4,1800,13669,77595,IDAHO,16,2008,January,Winter Storm
200801,31,200,200801,31,1521,13855,77693,KANSAS,20,2008,January,Winter Storm
200801,31,100,200801,31,1521,13855,77694,KANSAS,20,2008,January,Winter Storm
200801,31,200,200801,31,1521,13855,77695,KANSAS,20,2008,January,Winter Storm
200801,31,200,200801,31,1521,13855,77696,KANSAS,20,2008,January,Winter Storm
200801,31,300,200801,31,1521,13855,77697,KANSAS,20,2008,January,Winter Storm
200801,31,200,200801,31,1521,13855,77698,KANSAS,20,2008,January,Winter Storm
200801,31,300,200801,31,1855,13855,77699,KANSAS,20,2008,January,Winter Storm
200801,10,2200,200801,11,700,13854,77700,MICHIGAN,26,2008,January,Winter Storm
200801,10,2200,200801,11,800,13854,77701,MICHIGAN,26,2008,January,Winter Storm
200801,31,300,200801,31,1855,13855,77702,KANSAS,20,2008,January,Winter Storm
200801,10,2100,200801,11,600,13854,77703,MICHIGAN,26,2008,January,Winter Storm
200801,10,2100,200801,11,600,13854,77704,MICHIGAN,26,2008,January,Winter Storm
200801,10,2100,200801,11,600,13854,77705,MICHIGAN,26,2008,January,Winter Storm
200801,10,2100,200801,11,600,13854,77706,MICHIGAN,26,2008,January,Winter Storm
200801,31,500,200801,31,2009,13855,77707,KANSAS,20,2008,January,Winter Storm
200801,10,2000,200801,11,500,13854,77708,MICHIGAN,26,2008,January,Winter Storm
200801,10,2000,200801,11,500,13854,77709,MICHIGAN,26,2008,January,Winter Storm
200801,10,2000,200801,11,500,13854,77710,MICHIGAN,26,2008,January,Winter Storm
200801,10,2000,200801,11,500,13854,77711,MICHIGAN,26,2008,January,Winter Storm
200801,10,1900,200801,11,400,13854,77712,MICHIGAN,26,2008,January,Winter Storm
200801,31,400,200801,31,2009,13855,77713,KANSAS,20,2008,January,Winter Storm
200801,10,1900,200801,11,400,13854,77714,MICHIGAN,26,2008,January,Winter Storm
200801,10,1900,200801,11,400,13854,77715,MICHIGAN,26,2008,January,Winter Storm
200801,10,2300,200801,11,900,13854,77716,MICHIGAN,26,2008,January,Winter Storm
200801,10,2300,200801,11,900,13854,77717,MICHIGAN,26,2008,January,Winter Storm
200801,31,400,200801,31,2009,13855,77718,KANSAS,20,2008,January,Winter Storm
200801,23,1700,200801,24,1700,13869,77848,CALIFORNIA,6,2008,January,Winter Storm
200801,23,1700,200801,24,1700,13869,77849,CALIFORNIA,6,2008,January,Winter Storm
200801,23,2000,200801,24,1700,13869,77851,CALIFORNIA,6,2008,January,Winter Storm
200801,27,2100,200801,28,1000,13886,77882,CALIFORNIA,6,2008,January,Winter Storm
200801,27,2100,200801,28,1000,13886,77883,CALIFORNIA,6,2008,January,Winter Storm
200801,30,0,200801,30,1700,13898,77940,MICHIGAN,26,2008,January,Winter Storm
200801,30,100,200801,30,800,13898,77941,MICHIGAN,26,2008,January,Winter Storm
200801,30,0,200801,30,500,13898,77942,MICHIGAN,26,2008,January,Winter Storm
200801,30,0,200801,30,600,13898,77943,MICHIGAN,26,2008,January,Winter Storm
200801,31,600,200801,31,2330,12700,77979,ARKANSAS,5,2008,January,Winter Storm
200801,31,600,200801,31,2330,12700,77982,ARKANSAS,5,2008,January,Winter Storm
200801,29,2100,200801,30,1500,13917,78019,MICHIGAN,26,2008,January,Winter Storm
200801,29,2100,200801,30,1500,13917,78020,MICHIGAN,26,2008,January,Winter Storm
200801,29,2100,200801,30,1500,13917,78021,MICHIGAN,26,2008,January,Winter Storm
200801,29,2100,200801,30,1500,13917,78022,MICHIGAN,26,2008,January,Winter Storm
200801,29,2100,200801,30,1500,13917,78023,MICHIGAN,26,2008,January,Winter Storm
200801,29,2100,200801,30,1500,13917,78024,MICHIGAN,26,2008,January,Winter Storm
200801,29,2100,200801,30,1500,13917,78025,MICHIGAN,26,2008,January,Winter Storm
200801,29,2100,200801,30,1500,13917,78026,MICHIGAN,26,2008,January,Winter Storm
200801,29,2100,200801,30,1500,13917,78027,MICHIGAN,26,2008,January,Winter Storm
200801,29,2100,200801,30,1500,13917,78028,MICHIGAN,26,2008,January,Winter Storm
200801,29,2100,200801,30,1500,13917,78029,MICHIGAN,26,2008,January,Winter Storm
200801,29,2100,200801,30,1500,13917,78030,MICHIGAN,26,2008,January,Winter Storm
200801,29,2100,200801,30,1500,13917,78031,MICHIGAN,26,2008,January,Winter Storm
200801,29,2100,200801,30,1500,13917,78032,MICHIGAN,26,2008,January,Winter Storm
200801,29,2100,200801,30,1500,13917,78033,MICHIGAN,26,2008,January,Winter Storm
200801,29,2100,200801,30,1500,13917,78034,MICHIGAN,26,2008,January,Winter Storm
200801,29,2100,200801,30,1500,13917,78035,MICHIGAN,26,2008,January,Winter Storm
200801,29,2100,200801,30,1500,13917,78036,MICHIGAN,26,2008,January,Winter Storm
200801,29,2100,200801,30,1500,13917,78037,MICHIGAN,26,2008,January,Winter Storm
200801,31,600,200801,31,2330,12700,78065,ARKANSAS,5,2008,January,Winter Storm
200801,31,600,200801,31,2330,12700,78066,ARKANSAS,5,2008,January,Winter Storm
200801,29,1200,200801,30,200,13968,78479,WISCONSIN,55,2008,January,Winter Storm
200801,29,1200,200801,30,200,13968,78480,WISCONSIN,55,2008,January,Winter Storm
200801,29,1200,200801,30,200,13968,78481,WISCONSIN,55,2008,January,Winter Storm
200801,29,1200,200801,30,200,13968,78482,WISCONSIN,55,2008,January,Winter Storm
200801,29,1200,200801,30,200,13968,78483,WISCONSIN,55,2008,January,Winter Storm
200801,29,1200,200801,30,200,13968,78484,WISCONSIN,55,2008,January,Winter Storm
200801,29,1200,200801,30,200,13968,78485,WISCONSIN,55,2008,January,Winter Storm
200801,29,1500,200801,30,400,13969,78486,WISCONSIN,55,2008,January,Winter Storm
200801,29,1500,200801,30,400,13969,78487,WISCONSIN,55,2008,January,Winter Storm
200801,29,1500,200801,30,400,13969,78488,WISCONSIN,55,2008,January,Winter Storm
200801,29,1500,200801,30,400,13969,78489,WISCONSIN,55,2008,January,Winter Storm
200801,29,1500,200801,30,400,13969,78490,WISCONSIN,55,2008,January,Winter Storm
200801,29,1500,200801,30,400,13969,78491,WISCONSIN,55,2008,January,Winter Storm
200801,29,1500,200801,30,400,13969,78492,WISCONSIN,55,2008,January,Winter Storm
200801,29,1500,200801,30,400,13969,78493,WISCONSIN,55,2008,January,Winter Storm
200801,29,1500,200801,30,400,13969,78494,WISCONSIN,55,2008,January,Winter Storm
200801,29,1500,200801,30,400,13969,78495,WISCONSIN,55,2008,January,Winter Storm
200801,29,1500,200801,30,400,13969,78496,WISCONSIN,55,2008,January,Winter Storm
200801,29,1500,200801,30,400,13969,78497,WISCONSIN,55,2008,January,Winter Storm
200801,29,1500,200801,30,400,13969,78498,WISCONSIN,55,2008,January,Winter Storm
200801,31,700,200801,31,2300,13993,78800,IDAHO,16,2008,January,Winter Storm
200801,31,600,200801,31,2300,13993,78802,IDAHO,16,2008,January,Winter Storm
200801,31,600,200801,31,2330,13993,78806,IDAHO,16,2008,January,Winter Storm
200801,31,500,200801,31,2325,13993,78811,IDAHO,16,2008,January,Winter Storm
200801,31,500,200801,31,2330,13993,78812,IDAHO,16,2008,January,Winter Storm
200801,31,400,200801,31,2300,13993,78814,IDAHO,16,2008,January,Winter Storm
200801,31,500,200801,31,2330,13993,78815,IDAHO,16,2008,January,Winter Storm
200801,31,400,200801,31,2300,13993,78817,IDAHO,16,2008,January,Winter Storm
200801,27,500,200801,28,2200,13997,78823,IDAHO,16,2008,January,Winter Storm
200801,27,500,200801,28,1600,13997,78826,IDAHO,16,2008,January,Winter Storm
200801,27,500,200801,28,2000,13997,78830,IDAHO,16,2008,January,Winter Storm
200801,27,700,200801,28,2000,13997,78831,IDAHO,16,2008,January,Winter Storm
200801,27,500,200801,28,2000,13997,78833,IDAHO,16,2008,January,Winter Storm
200801,31,1600,200801,31,2359,14021,78929,WISCONSIN,55,2008,January,Winter Storm
200801,31,1600,200801,31,2359,14021,78930,WISCONSIN,55,2008,January,Winter Storm
200801,31,1600,200801,31,2359,14021,78931,WISCONSIN,55,2008,January,Winter Storm
200801,31,1600,200801,31,2359,14021,78932,WISCONSIN,55,2008,January,Winter Storm
200801,3,1800,200801,6,2200,14056,79039,CALIFORNIA,6,2008,January,Winter Storm
200801,4,700,200801,6,2200,14056,79040,CALIFORNIA,6,2008,January,Winter Storm
200801,6,1100,200801,7,730,13460,79081,CALIFORNIA,6,2008,January,Winter Storm
200801,23,600,200801,24,0,14081,79727,CALIFORNIA,6,2008,January,Winter Storm
200801,26,1440,200801,28,345,14201,79754,CALIFORNIA,6,2008,January,Winter Storm
200801,26,1440,200801,28,345,14201,79755,CALIFORNIA,6,2008,January,Winter Storm
200801,23,2023,200801,25,942,14224,79894,CALIFORNIA,6,2008,January,Winter Storm
200801,24,1830,200801,25,430,18894,111206,CALIFORNIA,6,2008,January,Winter Storm
200801,24,1800,200801,25,1700,18894,111459,CALIFORNIA,6,2008,January,Winter Storm
200801,5,600,200801,6,300,18958,111577,CALIFORNIA,6,2008,January,Winter Storm
200801,5,600,200801,6,300,18958,111578,CALIFORNIA,6,2008,January,Winter Storm
200801,5,700,200801,6,400,18958,111579,CALIFORNIA,6,2008,January,Winter Storm
200801,4,1900,200801,6,1300,18958,111580,CALIFORNIA,6,2008,January,Winter Storm
200801,4,1900,200801,6,1400,18958,111581,CALIFORNIA,6,2008,January,Winter Storm
200801,8,700,200801,8,1500,18959,111582,CALIFORNIA,6,2008,January,Winter Storm
200801,8,700,200801,8,1500,18959,111583,CALIFORNIA,6,2008,January,Winter Storm
200801,8,800,200801,8,1600,18959,111584,CALIFORNIA,6,2008,January,Winter Storm
200801,8,900,200801,8,2000,18959,111585,CALIFORNIA,6,2008,January,Winter Storm
200801,8,900,200801,8,2100,18959,111586,CALIFORNIA,6,2008,January,Winter Storm
200801,25,600,200801,26,300,18894,111587,CALIFORNIA,6,2008,January,Winter Storm
200801,27,600,200801,27,2300,18961,111590,CALIFORNIA,6,2008,January,Winter Storm
200801,27,600,200801,27,2300,18961,111591,CALIFORNIA,6,2008,January,Winter Storm
200801,27,700,200801,28,0,18961,111592,CALIFORNIA,6,2008,January,Winter Storm
200801,27,700,200801,28,200,18961,111593,CALIFORNIA,6,2008,January,Winter Storm
200801,27,600,200801,28,400,18961,111594,CALIFORNIA,6,2008,January,Winter Storm
200801,31,300,200801,31,1800,18963,111623,CALIFORNIA,6,2008,January,Winter Storm
200801,31,300,200801,31,1800,18963,111624,CALIFORNIA,6,2008,January,Winter Storm
200801,31,400,200801,31,1900,18963,111625,CALIFORNIA,6,2008,January,Winter Storm
200801,31,500,200801,31,1930,18963,111626,CALIFORNIA,6,2008,January,Winter Storm
200801,31,1600,200801,31,1900,18963,111627,CALIFORNIA,6,2008,January,Winter Storm
200801,31,1630,200801,31,2359,18963,111628,CALIFORNIA,6,2008,January,Winter Storm
200801,31,700,200801,31,2359,18963,111629,CALIFORNIA,6,2008,January,Winter Storm
200801,28,900,200801,29,2100,13422,112693,MONTANA,30,2008,January,Winter Storm
200801,28,900,200801,28,2100,13422,112694,MONTANA,30,2008,January,Winter Storm
200801,28,900,200801,28,2100,13422,112695,MONTANA,30,2008,January,Winter Storm
200801,28,900,200801,28,2100,13422,112696,MONTANA,30,2008,January,Winter Storm
200801,28,900,200801,28,2100,13422,112697,MONTANA,30,2008,January,Winter Storm
200801,28,900,200801,28,2100,13422,112698,MONTANA,30,2008,January,Winter Storm
200801,28,900,200801,28,2100,13422,112699,MONTANA,30,2008,January,Winter Storm
200801,19,1900,200801,20,1200,13295,113344,MONTANA,30,2008,January,Winter Storm
200801,19,1900,200801,20,1200,13295,113346,MONTANA,30,2008,January,Winter Storm
200801,19,1900,200801,20,1200,13295,113347,MONTANA,30,2008,January,Winter Storm
200801,19,1900,200801,20,1200,13295,113348,MONTANA,30,2008,January,Winter Storm
200801,19,1900,200801,20,1200,13295,113349,MONTANA,30,2008,January,Winter Storm
200801,19,1900,200801,20,1200,13295,113350,MONTANA,30,2008,January,Winter Storm
200801,19,1900,200801,20,1200,13295,113351,MONTANA,30,2008,January,Winter Storm
200801,19,1900,200801,20,1200,13295,113354,MONTANA,30,2008,January,Winter Storm
200801,17,600,200801,17,2000,13296,113356,MONTANA,30,2008,January,Winter Storm
200801,17,600,200801,18,900,13296,113357,MONTANA,30,2008,January,Winter Storm
200801,19,1900,200801,20,1200,13414,113360,WYOMING,56,2008,January,Winter Storm
200801,10,1455,200801,10,1456,11911,65322,TENNESSEE,47,2008,January,Tornado
200801,8,826,200801,8,841,11835,65417,ARKANSAS,5,2008,January,Tornado
200801,8,841,200801,8,853,11835,65418,ARKANSAS,5,2008,January,Tornado
200801,8,853,200801,8,858,11835,65420,ARKANSAS,5,2008,January,Tornado
200801,8,1530,200801,8,1537,12575,68929,MISSISSIPPI,28,2008,January,Tornado
200801,8,1737,200801,8,1815,12575,69056,MISSISSIPPI,28,2008,January,Tornado
200801,8,1240,200801,8,1245,12716,69932,MISSOURI,29,2008,January,Tornado
200801,29,1707,200801,29,1710,12739,70095,INDIANA,18,2008,January,Tornado
200801,29,1710,200801,29,1711,12739,70096,INDIANA,18,2008,January,Tornado
200801,29,1609,200801,29,1612,12744,70112,MISSOURI,29,2008,January,Tornado
200801,29,1612,200801,29,1613,12734,70115,ILLINOIS,17,2008,January,Tornado
200801,29,2000,200801,29,2013,13004,71946,KENTUCKY,21,2008,January,Tornado
200801,29,1940,200801,29,1950,13053,72174,INDIANA,18,2008,January,Tornado
200801,29,1958,200801,29,1959,13053,72219,INDIANA,18,2008,January,Tornado
200801,29,2010,200801,29,2012,13053,72221,INDIANA,18,2008,January,Tornado
200801,8,1811,200801,8,1812,12575,72500,MISSISSIPPI,28,2008,January,Tornado
200801,7,1750,200801,7,1751,13066,72547,MISSOURI,29,2008,January,Tornado
200801,7,2015,200801,7,2024,13066,72548,MISSOURI,29,2008,January,Tornado
200801,7,2024,200801,7,2029,13066,72549,MISSOURI,29,2008,January,Tornado
200801,7,2112,200801,7,2113,13066,72550,MISSOURI,29,2008,January,Tornado
200801,8,222,200801,8,226,13066,72551,MISSOURI,29,2008,January,Tornado
200801,7,1706,200801,7,1725,13066,72552,MISSOURI,29,2008,January,Tornado
200801,8,231,200801,8,236,13066,72553,MISSOURI,29,2008,January,Tornado
200801,8,236,200801,8,244,13066,72554,MISSOURI,29,2008,January,Tornado
200801,10,1127,200801,10,1132,13127,72618,MISSISSIPPI,28,2008,January,Tornado
200801,10,1151,200801,10,1203,13127,72839,MISSISSIPPI,28,2008,January,Tornado
200801,10,1203,200801,10,1205,13127,72840,MISSISSIPPI,28,2008,January,Tornado
200801,10,1239,200801,10,1241,13127,73274,MISSISSIPPI,28,2008,January,Tornado
200801,10,1228,200801,10,1247,13127,73306,MISSISSIPPI,28,2008,January,Tornado
200801,10,1247,200801,10,1258,13127,73314,MISSISSIPPI,28,2008,January,Tornado
200801,10,1342,200801,10,1346,13127,73413,MISSISSIPPI,28,2008,January,Tornado
200801,7,1928,200801,7,1937,13066,73611,MISSOURI,29,2008,January,Tornado
200801,7,1937,200801,7,1938,13066,73612,MISSOURI,29,2008,January,Tornado
200801,7,1757,200801,7,1805,13066,73646,MISSOURI,29,2008,January,Tornado
200801,7,1422,200801,7,1423,13066,73648,MISSOURI,29,2008,January,Tornado
200801,8,237,200801,8,238,13066,73667,MISSOURI,29,2008,January,Tornado
200801,7,2136,200801,7,2137,13066,73675,MISSOURI,29,2008,January,Tornado
200801,8,250,200801,8,256,13066,73683,MISSOURI,29,2008,January,Tornado
200801,8,301,200801,8,303,13066,73698,MISSOURI,29,2008,January,Tornado
